,0
0,60.010374304500196
1,0.26269773120089174
2,0.1334675872279798
3,0.08815421824690595
4,0.06514644572011227
5,0.04973500627952746
6,0.038370592460223805
7,0.029754375166290523
8,0.02315907218771711
9,0.018091286599433907
10,0.014193888416529275
11,0.011201764905561492
12,0.008915423117127353
13,0.007183125444759664
14,0.005887865865304503
15,0.004937385593942182
16,0.0042565657603441335
17,0.0037823390824745086
18,0.0034613223519633376
19,0.003249500184747995
20,0.003112444135890394
21,0.003024827834696716
22,0.002969031728077127
23,0.0029333235651712564
24,0.002910132609525349
25,0.0028946758554034015
26,0.002883972768094543
27,0.002876182133607083
28,0.00287017271673289
29,0.002865251823186361
30,0.0028609961676210735
31,0.0028571474192840857
32,0.0028535480403802265
33,0.002850102004370543
34,0.00284675079486939
35,0.002843458758948909
36,0.0028402041756497806
37,0.002836973812074311
38,0.0028337596061426096
39,0.0028305566455713166
40,0.0028273619366977866
41,0.0028241736545128577
42,0.002820990685838338
43,0.0028178123510713264
44,0.0028146382346986064
45,0.0028114680820634716
46,0.002808301736487152
47,0.0028051391009698825
48,0.0028019801148636203
49,0.0027988247396634218
50,0.0027956729503532682
51,0.002792524730134786
52,0.0027893800672167163
53,0.0027862389528592636
54,0.0027831013801830665
55,0.0027799673434435665
56,0.0027768368375893407
57,0.002773709857992726
58,0.0027705864002859366
59,0.002767466460261246
60,0.002764350033810352
61,0.002761237116886797
62,0.0027581277054840063
63,0.0027550217956211296
64,0.0027519193833348264
65,0.0027488204646741576
66,0.0027457250356975283
67,0.0027426330924705806
68,0.0027395446310652665
69,0.0027364596475589744
70,0.002733378138034351
71,0.002730300098578629
72,0.002727225525283841
73,0.00272415441424655
74,0.002721086761567766
75,0.0027180225633529707
76,0.0027149618157120844
77,0.00271190451475934
78,0.002708850656613492
79,0.0027058002373975447
80,0.0027027532532389992
81,0.002699709700269653
82,0.002696669574625614
83,0.0026936328724474178
84,0.0026905995898799462
85,0.0026875697230723116
86,0.0026845432681781543
87,0.0026815202213552425
88,0.0026785005787658936
89,0.0026754843365765072
90,0.002672471490957927
91,0.0026694620380853817
92,0.0026664559741382166
93,0.00266345329530024
94,0.0026604539977595027
95,0.0026574580777083702
96,0.002654465531343377
97,0.0026514763548655448
98,0.002648490544480005
99,0.0026455080963962764
100,0.0026425290068280505
101,0.0026395532719933066
102,0.0026365808881143532
103,0.0026336118514176557
104,0.002630646158133993
105,0.0026276838044983677
106,0.0026247247867500685
107,0.0026217691011324643
108,0.002618816743893357
109,0.00261586771128464
110,0.0026129219995625137
111,0.0026099796049872935
112,0.0026070405238235927
113,0.002604104752340198
114,0.0026011722868100958
115,0.002598243123510497
116,0.002595317258722697
117,0.0025923946887323568
118,0.00258947540982919
119,0.0025865594183071714
120,0.0025836467104642983
121,0.0025807372826029042
122,0.002577831131029439
123,0.0025749282520544604
124,0.0025720286419927516
125,0.002569132297163207
126,0.0025662392138888217
127,0.002563349388496838
128,0.0025604628173185205
129,0.0025575794966894005
130,0.002554699422948963
131,0.002551822592440935
132,0.0025489490015131806
133,0.0025460786465176023
134,0.0025432115238102
135,0.002540347629751161
136,0.002537486960704744
137,0.002534629513039196
138,0.002531775283126988
139,0.0025289242673446877
140,0.0025260764620728075
141,0.0025232318636960673
142,0.0025203904686031233
143,0.0025175522731868513
144,0.0025147172738441016
145,0.0025118854669757737
146,0.002509056848986854
147,0.002506231416286405
148,0.0025034091652873956
149,0.0025005900924070473
150,0.0024977741940664143
151,0.0024949614666907494
152,0.0024921519067091585
153,0.002489345510554918
154,0.0024865422746652467
155,0.0024837421954814016
156,0.0024809452694485915
157,0.0024781514930161583
158,0.002475360862637293
159,0.0024725733747692283
160,0.002469789025873278
161,0.0024670078124145838
162,0.0024642297308624336
163,0.002461454777689958
164,0.0024586829493742626
165,0.002455914242396578
166,0.0024531486532419033
167,0.002450386178399283
168,0.002447626814361727
169,0.0024448705576262347
170,0.0024421174046935367
171,0.0024393673520686117
172,0.002436620396260213
173,0.002433876533780972
174,0.002431135761147485
175,0.0024283980748804
176,0.0024256634715041463
177,0.0024229319475470375
178,0.0024202034995413828
179,0.0024174781240233925
180,0.002414755817533201
181,0.0024120365766147384
182,0.0024093203978158982
183,0.002406607277688483
184,0.0024038972127880327
185,0.0024011901996742156
186,0.0023984862349103117
187,0.0023957853150636953
188,0.002393087436705421
189,0.00239039259641056
190,0.0023877007907579574
191,0.0023850120163302533
192,0.002382326269714042
193,0.00237964354749977
194,0.002376963846281685
195,0.0023742871626577866
196,0.002371613493229993
197,0.0023689428346040935
198,0.002366275183389596
199,0.002363610536199883
200,0.0023609488896521318
201,0.0023582902403673626
202,0.002355634584970362
203,0.002352981920089781
204,0.0023503322423579793
205,0.0023476855484111134
206,0.0023450418348891634
207,0.0023424010984359842
208,0.002339763335699024
209,0.002337128543329649
210,0.0023344967179829475
211,0.002331867856317714
212,0.0023292419549966483
213,0.002326619010686069
214,0.002323999020056078
215,0.002321381979780658
216,0.002318767886537367
217,0.0023161567370076235
218,0.0023135485278764287
219,0.002310943255832661
220,0.0023083409175689807
221,0.0023057415097815347
222,0.0023031450291704247
223,0.0023005514724393204
224,0.0022979608362957444
225,0.0022953731174507135
226,0.002292788312619202
227,0.002290206418519681
228,0.0022876274318744698
229,0.0022850513494093363
230,0.002282478167854156
231,0.002279907883942041
232,0.0022773404944099692
233,0.002274775995998654
234,0.0022722143854524996
235,0.002269655659519396
236,0.002267099814951057
237,0.0022645468485026805
238,0.002261996756933413
239,0.0022594495370057404
240,0.002256905185485947
241,0.0022543636991439347
242,0.0022518250747533513
243,0.0022492893090912277
244,0.0022467563989384065
245,0.002244226341079315
246,0.0022416991323021395
247,0.0022391747693983424
248,0.0022366532491633756
249,0.002234134568395998
250,0.0022316187238987104
251,0.002229105712477714
252,0.0022265955309425907
253,0.0022240881761066583
254,0.002221583644786826
255,0.0022190819338035734
256,0.0022165830399808713
257,0.0022140869601463054
258,0.002211593691131091
259,0.0022091032297700763
260,0.0022066155729014514
261,0.002204130717367161
262,0.0022016486600126136
263,0.002199169397686829
264,0.0021966929272423047
265,0.0021942192455351563
266,0.002191748349425035
267,0.0021892802357749647
268,0.0021868149014517705
269,0.0021843523433256445
270,0.002181892558270281
271,0.0021794355431629625
272,0.002176981294884477
273,0.002174529810319128
274,0.002172081086354691
275,0.0021696351198824608
276,0.0021671919077973227
277,0.0021647514469975136
278,0.0021623137343848254
279,0.002159878766864518
280,0.0021574465413454124
281,0.002155017054739777
282,0.002152590303963254
283,0.0021501662859351586
284,0.002147744997578007
285,0.0021453264358181124
286,0.0021429105975849525
287,0.0021404974798115897
288,0.002138087079434612
289,0.0021356793933938988
290,0.0021332744186328186
291,0.002130872152098305
292,0.002128472590740631
293,0.002126075731513484
294,0.002123681571374029
295,0.0021212901072827656
296,0.0021189013362038723
297,0.0021165152551045766
298,0.0021141318609557845
299,0.002111751150731734
300,0.002109373121410136
301,0.0021069977699719007
302,0.002104625093401637
303,0.0021022550886871257
304,0.0020998877528196095
305,0.0020975230827936513
306,0.002095161075607362
307,0.002092801728262097
308,0.002090445037762575
309,0.0020880910011170884
310,0.0020857396153369898
311,0.002083390877437242
312,0.0020810447844360367
313,0.002078701333355025
314,0.0020763605212190954
315,0.0020740223450566014
316,0.0020716868018992307
317,0.0020693538887818223
318,0.0020670236027428555
319,0.0020646959408238824
320,0.0020623709000700124
321,0.002060048477529464
322,0.0020577286702539404
323,0.0020554114752983996
324,0.0020530968897211157
325,0.002050784910583752
326,0.002048475534951048
327,0.002046168759891399
328,0.002043864582476166
329,0.00204156299978024
330,0.0020392640088817272
331,0.002036967606861999
332,0.002034673790805795
333,0.002032382557800963
334,0.002030093904938888
335,0.0020278078293138966
336,0.002025524328023983
337,0.0020232433981700647
338,0.002020965036856469
339,0.002018689241190851
340,0.0020164160082841286
341,0.0020141453352501694
342,0.0020118772192064607
343,0.0020096116572736284
344,0.0020073486465753956
345,0.0020050881842388775
346,0.0020028302673943807
